lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value
ENSG00000234336	ENSG00000089280	0.5022005	2.593295e-12	0.3305689	0.001879766	0.02333453	0.8321248
ENSG00000260572	ENSG00000089280	0.1253491	0.1023473	0.3659167	0.0005308271	0.3620708	0.0006616194
ENSG00000204929	ENSG00000089280	0.07123089	0.354545	0.1555537	0.1526715	0.4690108	5.969491e-06
ENSG00000249207	ENSG00000089280	0.3046839	5.082522e-05	0.3002309	0.004975914	0.4012263	0.0001414858
ENSG00000268205	ENSG00000089280	0.5407527	2.263506e-14	0.3793731	0.0003153726	0.5758281	8.140319e-09
ENSG00000246477	ENSG00000089280	0.3511214	2.493914e-06	0.2780257	0.009544979	0.2801131	0.00941848
ENSG00000232956	ENSG00000089280	0.4398675	1.749213e-09	0.3699744	0.0004547689	0.4181289	6.83608e-05
ENSG00000251615	ENSG00000089280	0.3118593	3.292798e-05	0.09965205	0.3613019	0.1444891	0.1870573
ENSG00000206567	ENSG00000089280	0.6774295	2.598752e-24	0.6150459	2.968905e-10	0.4047545	0.0001219426
ENSG00000261801	ENSG00000089280	0.528085	1.148861e-13	0.4228987	4.982219e-05	0.2714745	0.0119641
ENSG00000251365	ENSG00000089280	0.5738756	2.308514e-16	0.1862816	0.08592591	0.384085	0.000284636
ENSG00000241990	ENSG00000089280	0.1205956	0.1161444	-0.03506314	0.7485873	-0.0953185	0.385526
ENSG00000267279	ENSG00000089280	0.2548706	0.0007677895	0.2123086	0.04970513	0.2647341	0.0143475
ENSG00000271659	ENSG00000089280	0.330006	1.043981e-05	0.4374587	2.5341e-05	0.643719	3.031693e-11
ENSG00000231367	ENSG00000089280	0.05935406	0.4406225	0.1015178	0.3523365	0.2125291	0.0508456
ENSG00000248898	ENSG00000089280	0.09921882	0.1966599	0.3987659	0.0001430096	0.3686967	0.0005164866
ENSG00000224086	ENSG00000089280	0.5436343	1.549313e-14	0.3509403	0.000923343	0.4665125	6.791592e-06
ENSG00000253738	ENSG00000089280	0.2733842	0.0002969918	0.07219439	0.5088886	0.3086696	0.004050592
ENSG00000214870	ENSG00000089280	0.4183013	1.247504e-08	0.3398647	0.001367027	0.350767	0.0009973777
ENSG00000249673	ENSG00000089280	0.6092902	9.34598e-19	0.3256226	0.002218166	0.6147548	3.880273e-10
ENSG00000226137	ENSG00000089280	0.4333969	3.199906e-09	0.3235256	0.002377483	0.3206542	0.002772084
ENSG00000234741	ENSG00000089280	0.5153093	5.529004e-13	0.2477691	0.02144352	0.34322	0.001301006
ENSG00000228697	ENSG00000089280	0.1208037	0.1155113	0.02862053	0.7936409	0.05211451	0.635728
ENSG00000251562	ENSG00000089280	0.5060862	1.651474e-12	0.44137	2.102022e-05	0.340885	0.001410641
ENSG00000258561	ENSG00000089280	-0.2167681	0.00440282	-0.3277987	0.002063056	-0.1842003	0.09149348
ENSG00000227456	ENSG00000089280	0.09894475	0.1979053	0.3391888	0.001399519	0.2240586	0.039263
ENSG00000269609	ENSG00000089280	0.1905668	0.01253799	0.1690074	0.119806	0.2154795	0.04764284
ENSG00000174365	ENSG00000089280	0.3256018	1.389081e-05	0.2306127	0.03266281	0.2705498	0.01226919
ENSG00000265943	ENSG00000089280	-0.09218643	0.2304473	-0.0629814	0.5645535	-0.007825822	0.9433315
ENSG00000260288	ENSG00000089280	0.1974042	0.009654104	0.2553261	0.01766252	0.1372522	0.2103496
ENSG00000251022	ENSG00000089280	0.6155359	3.289275e-19	0.6239677	1.378656e-10	0.6329411	8.076026e-11
ENSG00000244151	ENSG00000089280	0.6181116	2.123826e-19	0.3996907	0.0001375469	0.5302608	1.795595e-07
ENSG00000226026	ENSG00000089280	0.2399328	0.001573276	0.2950145	0.005824959	0.4233853	5.408617e-05
ENSG00000231312	ENSG00000089280	0.4567123	3.417145e-10	0.1286689	0.2377295	0.3328525	0.001854622
ENSG00000250802	ENSG00000089280	0.1744599	0.02248012	0.1485406	0.1722729	0.384209	0.0002832391
ENSG00000259291	ENSG00000089280	0.03198664	0.6779091	0.3229309	0.002424499	0.1624397	0.1374565
ENSG00000267649	ENSG00000089280	0.1928965	0.01148013	-0.0006216121	0.9954678	0.4440162	2.075924e-05
ENSG00000196810	ENSG00000089280	0.5491554	7.41755e-15	0.4380919	2.45894e-05	0.59391	2.082183e-09
ENSG00000236200	ENSG00000089280	0.5433617	1.606143e-14	0.3774183	0.0003406289	0.5435094	7.65584e-08
ENSG00000236384	ENSG00000089280	0.2437616	0.001314383	0.2171752	0.04458269	0.1987733	0.06819597
ENSG00000233429	ENSG00000089280	0.2388528	0.00165428	0.2878488	0.007199513	0.3492742	0.001051755
ENSG00000270157	ENSG00000089280	0.2086892	0.00615935	0.1167063	0.2845678	0.1900541	0.08147604
ENSG00000227953	ENSG00000089280	0.2869283	0.0001418764	0.2609754	0.0152247	0.1152795	0.2934445
ENSG00000246792	ENSG00000089280	0.3863168	1.801495e-07	0.1333307	0.2210136	0.3352536	0.001710254
ENSG00000270959	ENSG00000089280	0.250701	0.0009420848	0.02097335	0.8479977	0.4087385	0.0001028936
ENSG00000237596	ENSG00000089280	0.1169613	0.1276378	0.07165224	0.5120843	-0.079553	0.4692309
ENSG00000269984	ENSG00000089280	0.443305	1.262532e-09	0.2742884	0.01059926	0.3796151	0.0003394464
ENSG00000254635	ENSG00000089280	0.6834623	7.078261e-25	0.4383561	2.428201e-05	0.5553539	3.461276e-08
ENSG00000254718	ENSG00000089280	-0.04666038	0.5445024	0.08944058	0.4128185	-0.04554423	0.6789511
ENSG00000224046	ENSG00000089280	0.04874086	0.5266873	0.08022687	0.4627712	0.1453106	0.1845362
ENSG00000234771	ENSG00000089280	0.4182453	1.253656e-08	0.21713	0.0446282	0.3670321	0.0005499142
ENSG00000215241	ENSG00000089280	0.6407767	3.776178e-21	0.2691915	0.01220028	0.5289605	1.948477e-07
ENSG00000261441	ENSG00000089280	0.1366148	0.07479323	0.02881174	0.7922932	0.1589046	0.1463395
ENSG00000257433	ENSG00000089280	-0.06564885	0.393607	0.05482478	0.6161166	0.07792025	0.4784292
ENSG00000238121	ENSG00000089280	0.1537389	0.04468552	0.309783	0.003701566	0.2118594	0.05159671
ENSG00000226686	ENSG00000089280	0.3651931	9.052482e-07	0.03356504	0.7589948	0.4096282	9.903487e-05
ENSG00000236144	ENSG00000089280	0.5539611	3.863696e-15	0.4662894	6.043809e-06	0.5623101	2.140089e-08
ENSG00000233077	ENSG00000089280	0.1285922	0.09370026	0.1150488	0.2915107	0.2343722	0.03085182
ENSG00000225434	ENSG00000089280	0.04256783	0.5803905	0.239572	0.02630703	0.1912032	0.07961619
ENSG00000226816	ENSG00000089280	0.06049246	0.4318911	0.02980379	0.7853106	0.1959858	0.07223688
ENSG00000226950	ENSG00000089280	0.1355232	0.07716792	0.278022	0.009545958	0.3710797	0.0004718638
ENSG00000269473	ENSG00000089280	0.3542412	2.000393e-06	0.4532904	1.172117e-05	0.3384273	0.001535008
ENSG00000230537	ENSG00000089280	0.3389347	5.771613e-06	0.4197845	5.734481e-05	0.3330616	0.001841626
ENSG00000255197	ENSG00000089280	0.1925914	0.01161405	0.4105408	8.635345e-05	0.3446977	0.00123567
ENSG00000226419	ENSG00000089280	0.1320456	0.08514173	0.1604617	0.1399794	0.2921298	0.00667024
ENSG00000215769	ENSG00000089280	0.2954619	8.735072e-05	0.4442329	1.830533e-05	0.2951989	0.006093459
ENSG00000261625	ENSG00000089280	-0.05651773	0.4628076	0.2764514	0.009977341	0.1223759	0.2645317
ENSG00000254872	ENSG00000089280	0.06027543	0.433548	0.1809907	0.09537898	-0.146543	0.180801
ENSG00000258768	ENSG00000089280	0.4598298	2.501047e-10	0.2288772	0.03403261	0.3912923	0.0002131353
ENSG00000260179	ENSG00000089280	0.1114843	0.1465898	0.1074129	0.3249277	0.239729	0.0271192
ENSG00000267265	ENSG00000089280	0.2710282	0.0003364273	0.2768434	0.009868115	0.2495718	0.02125361
ENSG00000260400	ENSG00000089280	0.3371086	6.525158e-06	0.4675278	5.666149e-06	0.4573115	1.082884e-05
ENSG00000269867	ENSG00000089280	0.5559329	2.947564e-15	0.3678344	0.000493539	0.4606531	9.155331e-06
ENSG00000260796	ENSG00000089280	0.3339373	8.060231e-06	0.1631351	0.1334102	0.3246312	0.002435969
ENSG00000223546	ENSG00000089280	0.5727087	2.73731e-16	0.4952558	1.248397e-06	0.525537	2.412255e-07
ENSG00000225331	ENSG00000089280	0.001938378	0.979926	0.1983045	0.06720321	0.22272	0.04048323
ENSG00000255325	ENSG00000089280	-0.01347355	0.8611541	0.2330338	0.03082953	-0.08618892	0.4328535
ENSG00000222041	ENSG00000089280	0.3907432	1.265754e-07	0.2551308	0.01775249	0.175866	0.1074039
ENSG00000215533	ENSG00000089280	0.06158491	0.4236063	0.05312065	0.6271407	0.3996743	0.0001509675
ENSG00000248019	ENSG00000089280	0.3704358	6.128526e-07	0.6005168	9.847083e-10	0.3638799	0.0006186878
ENSG00000249550	ENSG00000089280	0.0225746	0.7694661	0.141698	0.1931208	0.3021468	0.004947752
ENSG00000267575	ENSG00000089280	0.4659183	1.347239e-10	0.444045	1.847295e-05	0.5596	2.584355e-08
ENSG00000226673	ENSG00000089280	0.005078041	0.9474436	0.01031243	0.9249212	-0.00549038	0.9602262
ENSG00000236618	ENSG00000089280	0.449531	6.930013e-10	0.4265878	4.21016e-05	0.4995224	1.134554e-06
ENSG00000235488	ENSG00000089280	0.1436894	0.06080058	0.1867036	0.08520508	0.03714171	0.7357581
ENSG00000268895	ENSG00000089280	0.1157335	0.131713	-0.1009624	0.3549908	0.06453985	0.5573178
ENSG00000231566	ENSG00000089280	0.3265335	1.308122e-05	0.07689451	0.4816205	0.1172732	0.2851193
ENSG00000270055	ENSG00000089280	0.453455	4.718778e-10	0.4108411	8.522861e-05	0.1960691	0.0721134
ENSG00000267254	ENSG00000089280	0.4024917	4.835686e-08	0.3439108	0.001186415	0.3349948	0.001725309
ENSG00000269086	ENSG00000089280	0.114425	0.1361649	0.2895297	0.006853685	0.351326	0.0009776823
ENSG00000251143	ENSG00000089280	0.5435869	1.559054e-14	0.5031697	7.907711e-07	0.5467956	6.161346e-08
ENSG00000232628	ENSG00000089280	0.04073112	0.5968461	0.1776404	0.1017757	0.1751178	0.1089313
ENSG00000227544	ENSG00000089280	0.01768693	0.8183962	0.3554957	0.0007824688	0.01075564	0.9221732
ENSG00000271554	ENSG00000089280	0.4870134	1.434028e-11	0.3953706	0.00016483	0.1879939	0.08489684
ENSG00000260032	ENSG00000089280	0.4265581	5.9763e-09	0.3597346	0.0006692772	0.4592249	9.838496e-06
ENSG00000268970	ENSG00000089280	0.4927124	7.623177e-12	0.2933031	0.006130207	0.318064	0.003012782
ENSG00000196295	ENSG00000089280	0.5134334	6.925681e-13	0.5219073	2.559368e-07	0.4000222	0.0001487925
ENSG00000230148	ENSG00000089280	0.5854174	4.12495e-17	0.1931059	0.07484827	0.317556	0.003062129
ENSG00000260743	ENSG00000089280	0.09807053	0.2019163	0.2448758	0.0230642	0.191091	0.0797964
ENSG00000245685	ENSG00000089280	0.2048758	0.00718766	0.392065	0.0001889919	0.3863242	0.0002603546
ENSG00000260394	ENSG00000089280	0.1713515	0.02503404	0.1485292	0.1723061	0.1669352	0.1267572
ENSG00000245573	ENSG00000089280	0.2122807	0.005313096	-0.06244056	0.5679085	0.2700016	0.01245321
ENSG00000237499	ENSG00000089280	0.2754152	0.0002664859	0.3224169	0.002465801	0.3442586	0.001254768
ENSG00000224660	ENSG00000089280	0.2342147	0.002047232	0.2476523	0.02150703	0.2750869	0.01083468
ENSG00000182586	ENSG00000089280	0.3337263	8.17365e-06	0.4030869	0.0001191007	0.4446585	2.012918e-05
ENSG00000224184	ENSG00000089280	-0.006897166	0.9286594	0.3041248	0.004415679	0.1891288	0.08299869
ENSG00000229956	ENSG00000089280	0.3276879	1.213994e-05	0.2785567	0.009402892	0.42669	4.658753e-05
ENSG00000268912	ENSG00000089280	0.2508021	0.0009374608	0.1182926	0.2780271	0.2875404	0.007622639
ENSG00000260992	ENSG00000089280	0.1178201	0.1248458	0.4912007	1.570555e-06	0.194285	0.07479537
ENSG00000229325	ENSG00000089280	0.2447521	0.001254075	0.3610731	0.0006367715	0.3192096	0.002904102
ENSG00000240401	ENSG00000089280	-0.1488407	0.05202755	-0.3607531	0.0006444083	-0.1518912	0.1652285
ENSG00000229692	ENSG00000089280	0.3734849	4.869078e-07	0.373397	0.0003985244	0.3715698	0.0004631357
ENSG00000227218	ENSG00000089280	0.1010482	0.1884918	0.3145295	0.003184044	0.2781782	0.009943229
ENSG00000237424	ENSG00000089280	0.306646	4.51872e-05	0.4304957	3.514855e-05	0.4028578	0.0001321141
ENSG00000231646	ENSG00000089280	0.1823529	0.01698033	0.3307337	0.001869341	0.4103913	9.583237e-05
ENSG00000226891	ENSG00000089280	0.3028174	5.679655e-05	0.2882324	0.007119256	0.3403416	0.001437322
ENSG00000267498	ENSG00000089280	0.2428804	0.001370247	0.0130903	0.9047817	0.3013738	0.005064989
ENSG00000260941	ENSG00000089280	0.438826	1.929441e-09	0.1357927	0.2125272	0.3113035	0.00373152
ENSG00000261460	ENSG00000089280	0.1450916	0.05830011	0.06369697	0.5601291	0.08901504	0.4178615
ENSG00000235072	ENSG00000089280	0.496224	5.134506e-12	0.4033994	0.0001175236	0.4004807	0.0001459699
ENSG00000228133	ENSG00000089280	-0.01546784	0.8408576	0.1477281	0.174658	0.14758	0.1777009
ENSG00000263766	ENSG00000089280	0.3123628	3.19268e-05	0.3078497	0.003933034	0.2738956	0.01119639
ENSG00000232940	ENSG00000089280	0.5251166	1.664831e-13	0.3149528	0.0031412	0.283733	0.008501577
ENSG00000175147	ENSG00000089280	0.5895042	2.205056e-17	0.1515825	0.1635554	0.3732132	0.0004349375
ENSG00000237836	ENSG00000089280	0.01590963	0.8363749	0.01493456	0.8914431	0.240234	0.02678794
ENSG00000267632	ENSG00000089280	0.3859489	1.854701e-07	0.1843529	0.08928177	0.2857462	0.00802633
ENSG00000260924	ENSG00000089280	0.5687261	4.871522e-16	0.2435876	0.02381872	0.3493774	0.001047911
ENSG00000179082	ENSG00000089280	0.114055	0.1374446	0.1602117	0.1406061	0.01822205	0.8685306
ENSG00000243069	ENSG00000089280	0.2041848	0.007389535	-0.007566641	0.9448747	0.05828166	0.5962332
ENSG00000266313	ENSG00000089280	0.2612824	0.0005568382	0.1674484	0.1233091	-0.01136061	0.9178105
ENSG00000260495	ENSG00000089280	0.5455992	1.193909e-14	0.5043406	7.383899e-07	0.4870938	2.27492e-06
ENSG00000228705	ENSG00000089280	0.110533	0.1500886	-0.06952401	0.5247275	-0.08490531	0.4397624
ENSG00000254910	ENSG00000089280	0.4793818	3.282515e-11	0.4143596	7.302305e-05	0.2704823	0.01229173
ENSG00000247950	ENSG00000089280	0.6591928	1.105019e-22	0.5537158	3.204373e-08	0.5494289	5.168498e-08
ENSG00000179818	ENSG00000089280	0.5908053	1.803091e-17	0.548867	4.460662e-08	0.4469636	1.801229e-05
ENSG00000267934	ENSG00000089280	0.1471831	0.05472819	0.1550947	0.1539011	0.1710423	0.1175499
ENSG00000246273	ENSG00000089280	0.7122411	9.046038e-28	0.5553758	2.857826e-08	0.4873688	2.240822e-06
ENSG00000256540	ENSG00000089280	0.03895856	0.6129235	0.1976909	0.06807133	0.1749717	0.1092317
ENSG00000243155	ENSG00000089280	0.4761643	4.62585e-11	0.05481145	0.6162026	0.2956583	0.006011032
ENSG00000269399	ENSG00000089280	0.1780498	0.01981278	0.09702658	0.3741535	0.2275539	0.03622064
ENSG00000236497	ENSG00000089280	-0.02504654	0.7450489	-0.07365671	0.5003207	0.1068516	0.3303909
ENSG00000259804	ENSG00000089280	0.5096607	1.084896e-12	0.3792616	0.0003167655	0.3092245	0.003981418
ENSG00000253982	ENSG00000089280	0.09499447	0.2164959	0.1626502	0.1345841	0.4090202	0.0001016572
ENSG00000234899	ENSG00000089280	0.08978066	0.2428942	-0.1396219	0.199792	0.02742017	0.8032794
ENSG00000231437	ENSG00000089280	-0.02889068	0.7075846	-0.154814	0.1546567	0.250575	0.02072184
ENSG00000236256	ENSG00000089280	0.1008673	0.1892885	-0.05367254	0.6235614	-0.05476569	0.6186161
ENSG00000271452	ENSG00000089280	0.2669727	0.0004158693	0.1958904	0.07067086	0.3017292	0.005010785
ENSG00000230316	ENSG00000089280	-0.02098767	0.7852635	0.4522916	1.231942e-05	0.1039772	0.3436395
ENSG00000270953	ENSG00000089280	0.4674682	1.148682e-10	0.2855409	0.007699376	0.2947614	0.006172891
ENSG00000232451	ENSG00000089280	-0.2239837	0.003229608	0.02108366	0.8472079	-0.06094615	0.5795162
ENSG00000224090	ENSG00000089280	0.3143253	2.829088e-05	0.2953767	0.005762114	0.1592089	0.1455581
ENSG00000266916	ENSG00000089280	0.4243362	7.299414e-09	0.3856948	0.0002450098	0.4130064	8.55714e-05
ENSG00000174171	ENSG00000089280	0.5471489	9.709349e-15	0.3609874	0.0006388086	0.1901481	0.08132263
ENSG00000265399	ENSG00000089280	0.1950614	0.01056835	0.0484452	0.657803	-0.1217443	0.2670236
ENSG00000225177	ENSG00000089280	-0.009798852	0.8987822	0.3908144	0.0001989564	0.2156863	0.04742471
ENSG00000255857	ENSG00000089280	0.3755771	4.152385e-07	0.2305834	0.03268559	0.2765723	0.01039799
ENSG00000263272	ENSG00000089280	0.6132727	4.815001e-19	0.4732067	4.201239e-06	0.5324584	1.562758e-07
ENSG00000225746	ENSG00000089280	0.2170702	0.004346881	-0.03539451	0.7462912	0.2305604	0.03376397
ENSG00000249859	ENSG00000089280	0.2987831	7.202432e-05	0.3052457	0.004265176	0.2423084	0.02546302
ENSG00000230587	ENSG00000089280	-0.06112641	0.4270722	-0.0489222	0.6546476	-0.1028204	0.3490639
ENSG00000253741	ENSG00000089280	0.1708829	0.02543993	-0.01572439	0.8857397	-0.07720544	0.4824864
ENSG00000227482	ENSG00000089280	0.06544431	0.3950857	0.08895059	0.4153933	-0.1018437	0.3536852
ENSG00000203739	ENSG00000089280	0.3923021	1.116423e-07	0.5007405	9.108614e-07	0.3883441	0.0002401016
ENSG00000233799	ENSG00000089280	0.5075928	1.384253e-12	0.2130058	0.04894285	0.1717754	0.1159619
ENSG00000242553	ENSG00000089280	0.2347524	0.001997683	0.3762054	0.0003572218	0.5375693	1.127056e-07
ENSG00000224934	ENSG00000089280	0.09189906	0.2319099	0.1434349	0.1876642	-0.06826921	0.5347202
ENSG00000250986	ENSG00000089280	0.5091539	1.151836e-12	0.07683594	0.4819555	0.2161361	0.04695323
ENSG00000257337	ENSG00000089280	0.580172	9.098689e-17	0.2599394	0.01564864	0.2507211	0.02064537
ENSG00000237149	ENSG00000089280	0.3123974	3.185901e-05	-0.01387969	0.8990689	0.2813741	0.009089681
ENSG00000262903	ENSG00000089280	0.6054414	1.758531e-18	0.4333612	3.074755e-05	0.1730989	0.1131373
ENSG00000251396	ENSG00000089280	0.04411124	0.5667277	-0.02272793	0.8354533	0.3153494	0.003284965
ENSG00000255198	ENSG00000089280	-0.005344686	0.9446882	0.02390197	0.8270821	-0.02871532	0.7941881
ENSG00000238035	ENSG00000089280	0.1459978	0.05672967	0.1968661	0.06925245	0.1707049	0.1182861
ENSG00000261188	ENSG00000089280	0.5225464	2.288785e-13	0.2547988	0.01790632	0.4619982	8.552848e-06
ENSG00000224078	ENSG00000089280	0.4266509	5.926437e-09	0.3666109	0.0005170406	0.3404251	0.001433195
ENSG00000253636	ENSG00000089280	0.1256409	0.1015444	0.05685085	0.6031199	0.2315572	0.03298102
ENSG00000247809	ENSG00000089280	0.2921678	0.0001055278	0.2475471	0.02156431	0.3745434	0.0004132755
ENSG00000226200	ENSG00000089280	0.2033988	0.007625282	0.1472459	0.176085	0.2264926	0.0371228
ENSG00000270580	ENSG00000089280	0.4675848	1.134947e-10	0.6432441	2.411691e-11	0.3454653	0.00120292
ENSG00000248187	ENSG00000089280	0.1860593	0.01482975	0.3031677	0.004547913	0.3667972	0.0005547867
ENSG00000237879	ENSG00000089280	-0.05722183	0.4572434	-0.1430459	0.1888766	-0.05262074	0.6324455
ENSG00000229656	ENSG00000089280	0.4840824	1.975768e-11	0.3750348	0.0003739351	0.2592488	0.01658039
ENSG00000248429	ENSG00000089280	0.09992752	0.1934657	0.1863577	0.08579543	0.2203741	0.04269776
ENSG00000270019	ENSG00000089280	0.4415787	1.487814e-09	0.492541	1.456273e-06	0.6362744	5.989315e-11
ENSG00000270574	ENSG00000089280	0.07338608	0.3401364	0.07730664	0.4792673	0.1429993	0.1916922
ENSG00000247828	ENSG00000089280	0.4362048	2.465974e-09	0.3418114	0.001277234	0.3993083	0.0001532874
ENSG00000229116	ENSG00000089280	0.02181096	0.7770565	0.1355484	0.2133589	-0.07397766	0.5010334
ENSG00000240137	ENSG00000089280	0.3258813	1.364314e-05	0.4295801	3.667419e-05	0.5790757	6.411175e-09
ENSG00000254528	ENSG00000089280	0.3051507	4.942714e-05	0.1237759	0.2561968	0.3046349	0.0045866
ENSG00000230454	ENSG00000089280	0.418943	1.178989e-08	0.3822851	0.0002809273	0.3231745	0.002554582
ENSG00000257086	ENSG00000089280	0.4881985	1.258663e-11	0.5001386	9.431715e-07	0.3831349	0.0002955543
ENSG00000132204	ENSG00000089280	0.1138875	0.138027	0.1219997	0.2631364	0.1790984	0.1009953
ENSG00000243083	ENSG00000089280	-0.1140425	0.1374879	-0.1110164	0.3088641	0.1157777	0.2913493
ENSG00000230590	ENSG00000089280	0.4796771	3.180208e-11	0.3198954	0.002677749	0.1103642	0.3146477
ENSG00000229539	ENSG00000089280	0.3575993	1.573574e-06	0.3713984	0.0004305393	0.3430072	0.001310664
ENSG00000262879	ENSG00000089280	0.3194686	2.052481e-05	0.4110295	8.452972e-05	0.4933505	1.608234e-06
ENSG00000228203	ENSG00000089280	0.2910892	0.0001122107	0.3078358	0.003934744	0.3812291	0.0003186255
ENSG00000188693	ENSG00000089280	0.1294029	0.09163194	0.04012496	0.7137635	0.07883224	0.4732795
ENSG00000205913	ENSG00000089280	0.2650269	0.0004598569	0.4212472	5.368888e-05	0.2451972	0.02371094
ENSG00000204832	ENSG00000089280	0.06555348	0.3942961	0.06602188	0.5458689	0.3510216	0.0009883627
ENSG00000255568	ENSG00000089280	0.1161935	0.1301745	0.1071914	0.3259324	0.1315738	0.2300167
ENSG00000187621	ENSG00000089280	0.1595213	0.03715318	0.3250873	0.002257896	0.4748071	4.407878e-06
ENSG00000248866	ENSG00000089280	0.2446181	0.001262082	0.2707135	0.0117015	0.4013111	0.000140984
ENSG00000242808	ENSG00000089280	0.007119898	0.9263619	0.3594514	0.0006763466	0.1004989	0.3601105
ENSG00000258441	ENSG00000089280	0.3630803	1.057298e-06	0.6031965	7.929259e-10	0.6778812	1.033661e-12
ENSG00000266256	ENSG00000089280	0.09408811	0.2209316	0.2688266	0.01232255	0.2820624	0.008914508
ENSG00000235027	ENSG00000089280	0.1408756	0.06608424	0.228609	0.03424855	0.0767	0.4853663
ENSG00000205885	ENSG00000089280	0.2498476	0.0009819623	0.1408501	0.1958257	0.3815514	0.0003146117
ENSG00000269243	ENSG00000089280	0.1743164	0.02259283	0.221169	0.04071298	-0.006552828	0.9525378
ENSG00000216863	ENSG00000089280	-0.03856179	0.6165481	-0.06979399	0.523115	-0.1293696	0.2379863
ENSG00000228022	ENSG00000089280	0.1868552	0.01440031	-0.1061696	0.3305918	-0.05633397	0.6085877
ENSG00000232611	ENSG00000089280	0.4040717	4.236592e-08	0.2686336	0.01238767	0.560451	2.436161e-08
ENSG00000259969	ENSG00000089280	-0.004474699	0.9536806	0.3300288	0.001914308	0.2231851	0.04005574
ENSG00000253837	ENSG00000089280	0.3870943	1.693838e-07	0.2679793	0.01261065	0.4511906	1.466105e-05
ENSG00000205488	ENSG00000089280	0.1077229	0.1607923	-0.08040288	0.461787	0.0660863	0.5478921
ENSG00000236790	ENSG00000089280	-0.04578592	0.5520781	0.1635321	0.1324549	0.08012013	0.4660585
ENSG00000267605	ENSG00000089280	0.3619156	1.151227e-06	0.0148534	0.8920295	0.4735864	4.700746e-06
ENSG00000247092	ENSG00000089280	0.4241852	7.398867e-09	0.2683063	0.01249877	0.5686664	1.365816e-08
ENSG00000231948	ENSG00000089280	-0.1827888	0.01671403	-0.3372603	0.0014961	-0.2238093	0.03948792
ENSG00000235545	ENSG00000089280	0.2617855	0.0005427931	0.06099275	0.5769355	0.146344	0.1814004
ENSG00000269696	ENSG00000089280	0.377297	3.639891e-07	0.1746044	0.1078575	0.2379058	0.02834416
ENSG00000232677	ENSG00000089280	0.5930907	1.263404e-17	0.3261696	0.002178218	0.5272718	2.165527e-07
ENSG00000261079	ENSG00000089280	0.1848998	0.01547543	-0.2043153	0.05916389	0.1388525	0.2050296
ENSG00000235437	ENSG00000089280	0.429608	4.530924e-09	0.2906026	0.006640676	0.3071153	0.004250088
ENSG00000231881	ENSG00000089280	0.05948252	0.4396322	-0.03626416	0.7402759	0.2173949	0.04565414
ENSG00000246339	ENSG00000089280	0.217271	0.004310074	-0.004649055	0.9661137	0.2387596	0.02776479
ENSG00000250742	ENSG00000089280	0.2375749	0.001755039	0.4556845	1.039605e-05	0.2456641	0.02343761
ENSG00000262777	ENSG00000089280	0.2480394	0.001071617	0.1596471	0.142029	0.1453041	0.1845561
ENSG00000229152	ENSG00000089280	0.4466885	9.126862e-10	0.3986591	0.0001436529	0.3762444	0.0003870155
ENSG00000233901	ENSG00000089280	0.1642421	0.03182593	-0.01162682	0.9153852	0.05829949	0.5961206
ENSG00000245552	ENSG00000089280	0.3521237	2.323946e-06	0.4413578	2.103256e-05	0.4160194	7.501675e-05
ENSG00000269044	ENSG00000089280	0.2624198	0.0005255505	0.2947776	0.005866403	0.4743443	4.516832e-06
ENSG00000267325	ENSG00000089280	0.1409153	0.06600723	0.4075658	9.826644e-05	0.1381809	0.2072503
ENSG00000267169	ENSG00000089280	0.596776	7.077034e-18	0.4006909	0.000131857	0.4804827	3.257739e-06
ENSG00000214548	ENSG00000089280	0.2899685	0.0001195714	0.09462108	0.3861688	0.1372474	0.2103657
ENSG00000232354	ENSG00000089280	0.02249673	0.7702391	0.1967605	0.06940477	0.1002901	0.3611144
ENSG00000204934	ENSG00000089280	0.3560185	1.76239e-06	0.01032379	0.9248387	0.292551	0.006588329
ENSG00000214432	ENSG00000089280	0.3493045	2.832598e-06	0.3084585	0.003858794	0.4981732	1.225182e-06
ENSG00000262769	ENSG00000089280	0.03144675	0.6830501	-0.1107446	0.3100575	-0.07137559	0.5162506
ENSG00000261324	ENSG00000089280	0.5980781	5.756401e-18	0.4213688	5.339493e-05	0.408921	0.0001020907
ENSG00000227963	ENSG00000089280	0.1847555	0.01555749	0.2064118	0.0565514	0.1160242	0.2903163
ENSG00000260249	ENSG00000089280	0.02055342	0.7896018	-0.08727831	0.4242507	0.113234	0.3021509
ENSG00000235665	ENSG00000089280	0.06882201	0.3710947	0.2157308	0.04605526	0.2271091	0.03659648
ENSG00000224822	ENSG00000089280	-0.1080836	0.1593871	0.004821044	0.9648609	-0.181625	0.09619765
ENSG00000270108	ENSG00000089280	0.4100391	2.554761e-08	0.3765096	0.0003529913	0.4222951	5.679666e-05
ENSG00000254290	ENSG00000089280	0.1746763	0.02231096	-0.110114	0.3128374	0.1578093	0.1491774
ENSG00000270681	ENSG00000089280	0.121472	0.113497	0.3155712	0.003079531	0.2707165	0.0122137
ENSG00000265912	ENSG00000089280	0.3598251	1.340126e-06	0.05582557	0.6096817	0.02259862	0.8373454
ENSG00000250999	ENSG00000089280	0.2351838	0.001958722	0.3185413	0.002798181	0.1364366	0.2130987
