lnc	gene	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value	Stg IV $estimate	Stg IV $p.value
ENSG00000245532	ENSG00000142227	-0.2258779	0.010057	-0.06373818	0.4543636	-0.08113147	0.3532244
ENSG00000245694	ENSG00000142227	-0.09471873	0.2856426	-0.08192286	0.3359228	-0.04522203	0.6052487
ENSG00000268388	ENSG00000154380	0.09177506	0.3009476	0.2523358	0.002632004	0.03406872	0.6970513
ENSG00000245694	ENSG00000167280	0.07750964	0.3826162	0.04233517	0.6194371	0.004798733	0.9562822
ENSG00000268388	ENSG00000167280	-0.006269794	0.9437808	-0.01213614	0.8868315	-0.05562622	0.524809
ENSG00000234456	ENSG00000100393	0.1911476	0.0300116	0.1243294	0.1433084	0.04195493	0.6315888
ENSG00000214049	ENSG00000100393	0.2936408	0.0007316645	0.2688204	0.001320268	0.1855906	0.03245599
ENSG00000222041	ENSG00000100393	-0.2925585	0.0007670842	-0.1484011	0.08014146	-0.3939162	2.717668e-06
ENSG00000214548	ENSG00000100393	0.3017818	0.0005096785	-0.09379122	0.2703596	-0.1362581	0.117847
ENSG00000203875	ENSG00000100393	0.01162433	0.895976	-0.1625845	0.05495033	-0.1929595	0.02606325
ENSG00000178977	ENSG00000100393	0.2222005	0.01137798	0.1757921	0.03774999	0.1432385	0.1000096
ENSG00000214049	ENSG00000116016	0.2597484	0.00295233	0.2233542	0.007985855	0.1181058	0.1757525
ENSG00000251562	ENSG00000079819	-0.0886672	0.3176816	0.2506553	0.002816923	0.01567086	0.857914
ENSG00000245694	ENSG00000079819	-0.004229866	0.9620552	0.01626279	0.8487517	-0.1523741	0.07996054
ENSG00000268388	ENSG00000154928	0.03355017	0.7058362	0.1372152	0.1059533	0.1304188	0.134585
ENSG00000245532	ENSG00000049283	0.1838178	0.03704655	0.1629224	0.0544409	-0.04240368	0.6279423
ENSG00000245532	ENSG00000187266	0.1976903	0.02472406	0.02630156	0.7577266	0.1325875	0.1281683
ENSG00000268388	ENSG00000131037	-0.116119	0.1900406	-0.08325973	0.3280696	-0.00191184	0.9825753
ENSG00000251562	ENSG00000131037	0.06078505	0.4937865	-0.0438877	0.6066377	-0.07576269	0.3860862
ENSG00000245532	ENSG00000131037	0.1935421	0.02797454	0.09584531	0.2599602	-0.04053721	0.6431669
ENSG00000228630	ENSG00000141736	-0.01147999	0.8972605	-0.03596456	0.6731274	-0.04960095	0.5707308
ENSG00000251562	ENSG00000141736	0.2158641	0.01401336	0.02512929	0.7682119	-0.02631749	0.7636468
ENSG00000245532	ENSG00000065361	-0.003812196	0.9657996	0.04236605	0.6191814	-0.02087304	0.811514
ENSG00000215386	ENSG00000157554	0.3658498	2.011761e-05	0.1148649	0.1765698	0.4166414	6.090485e-07
ENSG00000233429	ENSG00000157554	-0.1353988	0.1260363	-0.2422931	0.003923429	-0.1383678	0.1122135
ENSG00000178977	ENSG00000157554	-0.03878528	0.6625519	-0.1431727	0.09149579	-0.06130836	0.4832853
ENSG00000130600	ENSG00000157554	-0.05650475	0.5247553	-0.1232899	0.1467101	-0.09410296	0.2813029
ENSG00000203875	ENSG00000157554	0.08737653	0.324805	0.03307335	0.6980701	0.1614732	0.06333594
ENSG00000251562	ENSG00000164283	0.2139714	0.01489745	0.1054443	0.2150094	-0.00876011	0.9202849
ENSG00000245532	ENSG00000187017	-0.07568683	0.3939402	-0.006275558	0.9413379	0.002689612	0.9754886
ENSG00000203875	ENSG00000134954	0.08424589	0.3425063	-0.1122061	0.186865	0.0994019	0.2549704
ENSG00000178977	ENSG00000134954	0.04003447	0.6523795	0.01430572	0.8667732	0.02623353	0.7643788
ENSG00000245694	ENSG00000139083	-0.08350968	0.3467559	0.07005624	0.4107945	0.07110175	0.4160603
ENSG00000268388	ENSG00000139083	0.01129013	0.8989506	0.0732442	0.3897763	0.06178647	0.4798737
ENSG00000268388	ENSG00000126860	0.2861608	0.00101061	0.2913318	0.000478973	0.1913811	0.02733362
ENSG00000251562	ENSG00000126860	-0.2607045	0.002845128	0.222681	0.008182017	0.2216732	0.01033799
ENSG00000251562	ENSG00000185862	-0.2281938	0.009296111	0.09091002	0.285416	0.0002360834	0.9978482
ENSG00000251562	ENSG00000196405	-0.04128708	0.642243	0.09543844	0.261998	0.02317122	0.7912123
ENSG00000245694	ENSG00000196405	0.1427562	0.1065504	0.05533344	0.5161173	0.1809833	0.0370922
ENSG00000245532	ENSG00000196405	-0.1344403	0.1287649	-0.04868073	0.5678825	-0.008965794	0.9184196
ENSG00000268388	ENSG00000196405	0.09276525	0.2957402	0.1915497	0.02338028	0.2030905	0.0190509
ENSG00000245532	ENSG00000167880	0.1301357	0.1415808	0.08774652	0.3025818	-0.01382174	0.8745332
ENSG00000227403	ENSG00000182944	0.1357884	0.12494	0.1826444	0.03078003	0.1300094	0.1358232
ENSG00000226688	ENSG00000182944	0.4153902	9.82833e-07	0.1012323	0.234	0.04527533	0.604823
ENSG00000234456	ENSG00000182944	0.06233549	0.4828121	-0.05360047	0.5293649	-0.1532672	0.07818754
ENSG00000257621	ENSG00000182944	0.2581187	0.003143498	0.2219517	0.008399344	0.3941951	2.670002e-06
ENSG00000230002	ENSG00000182944	0.2242119	0.01063775	0.2701273	0.001247654	0.1382235	0.1125918
ENSG00000203875	ENSG00000182944	0.08675817	0.3282538	0.04033328	0.6361105	0.1170126	0.1798136
ENSG00000226419	ENSG00000182944	0.1111002	0.210039	0.1176014	0.1664164	0.1298984	0.1361605
ENSG00000268388	ENSG00000151348	0.003549434	0.9681557	-0.01852098	0.8280548	-0.09688307	0.2672683
ENSG00000268388	ENSG00000012232	0.03794801	0.6694047	0.09525081	0.2629414	0.02029737	0.8166195
ENSG00000230615	ENSG00000106462	0.01008753	0.9096659	-0.1466449	0.08382177	-0.1116474	0.2007455
ENSG00000226688	ENSG00000106462	0.429365	3.827323e-07	0.09103108	0.2847723	0.1630505	0.06076393
ENSG00000214548	ENSG00000106462	0.5913864	1.593591e-13	0.007651113	0.9285106	-0.1112576	0.202332
ENSG00000268388	ENSG00000181104	0.2083098	0.01783796	0.3552622	1.653392e-05	0.1296644	0.1368737
ENSG00000245694	ENSG00000164251	-0.06689754	0.4512944	0.1400485	0.09886866	0.1698245	0.05067235
ENSG00000245694	ENSG00000170323	-0.04349476	0.6245381	0.1515696	0.07383091	0.02972783	0.7340998
ENSG00000268388	ENSG00000170323	0.006110297	0.9452087	-0.06810875	0.4239556	-0.01074781	0.9022787
ENSG00000251562	ENSG00000170323	-0.02538526	0.7752145	-0.02514201	0.7680979	0.02478777	0.7770146
ENSG00000268388	ENSG00000149485	-0.07239618	0.4148836	0.06451481	0.448873	-0.1329232	0.1271963
ENSG00000245532	ENSG00000149485	0.003793152	0.9659704	-0.03538951	0.6780612	0.01509567	0.8630773
ENSG00000251562	ENSG00000134824	0.1199381	0.1757784	-0.05731695	0.501166	0.02091967	0.8111007
ENSG00000245532	ENSG00000135472	-0.1689884	0.05556275	-0.05168532	0.5442016	-0.06453003	0.46055
ENSG00000245694	ENSG00000169122	0.2505874	0.004179706	0.2213687	0.008576735	-0.08526681	0.3291432
ENSG00000268388	ENSG00000138439	-0.1036535	0.2424157	-0.06975644	0.4128048	-0.07974394	0.3615449
ENSG00000251562	ENSG00000138439	0.2324496	0.008029299	-0.0111693	0.8957941	0.09798918	0.2618191
ENSG00000268388	ENSG00000185442	-0.08646414	0.329902	-0.07409066	0.3843061	-0.008153117	0.9257921
ENSG00000251562	ENSG00000185442	0.09199854	0.2997671	0.01858886	0.8274344	0.02995509	0.7321441
ENSG00000251562	ENSG00000189320	-0.1058806	0.232389	-0.001360269	0.9872738	-0.0003767407	0.9965661
ENSG00000268388	ENSG00000177706	0.3736304	1.292668e-05	0.396507	1.236031e-06	0.2997244	0.0004567847
ENSG00000268388	ENSG00000178761	-0.05678927	0.5226667	0.09591551	0.2596097	0.02984213	0.733116
ENSG00000268388	ENSG00000185112	0.2462941	0.004898809	0.1117178	0.1888027	0.07520137	0.3896253
ENSG00000245694	ENSG00000185112	0.07271822	0.4128057	0.06139591	0.4711473	0.1688335	0.05205569
ENSG00000245532	ENSG00000180921	0.2293033	0.008949933	0.05739874	0.5005543	-0.02714643	0.7564318
ENSG00000251562	ENSG00000180921	0.08365886	0.3458921	-0.09694732	0.2544954	-0.06609154	0.4497469
ENSG00000245694	ENSG00000197601	0.2580962	0.003146208	0.1675525	0.04784469	0.3597771	2.106389e-05
ENSG00000251562	ENSG00000197601	0.2928445	0.0007575757	0.07322153	0.3899234	0.09126377	0.2961375
ENSG00000268388	ENSG00000197601	-0.05285505	0.5519164	-0.001805292	0.9831108	-0.07549411	0.3877771
ENSG00000214049	ENSG00000026103	-0.1351369	0.1267773	-0.08535002	0.3160288	-0.1288237	0.1394589
ENSG00000245694	ENSG00000138399	0.2490168	0.004431001	0.3759173	4.715571e-06	0.3076778	0.0003150283
ENSG00000268388	ENSG00000196159	0.4766256	1.131038e-08	0.6653104	3.075008e-19	0.4724876	9.354001e-09
ENSG00000245694	ENSG00000196159	0.040348	0.6498363	0.06365526	0.454952	0.09584697	0.2724421
ENSG00000245694	ENSG00000163520	0.1124006	0.2047187	-0.1606304	0.05797388	0.1989561	0.02168636
ENSG00000268388	ENSG00000163520	0.1821876	0.03878696	0.07128451	0.4026189	0.1370145	0.1158025
ENSG00000268388	ENSG00000166147	0.4304088	3.560895e-07	0.3183558	0.0001264409	0.3266926	0.0001240945
ENSG00000268388	ENSG00000127452	0.0547424	0.5377859	0.03073379	0.7184942	-0.01348612	0.8775558
ENSG00000245694	ENSG00000127452	0.2604314	0.002875391	0.4014195	8.85913e-07	0.1491981	0.08652836
ENSG00000251562	ENSG00000156804	-0.1803094	0.04087663	-0.02274421	0.7896733	0.05408727	0.536358
ENSG00000268388	ENSG00000156804	0.3989226	2.831367e-06	0.4529728	1.915284e-08	0.5445565	1.239105e-11
ENSG00000268388	ENSG00000085265	0.5658331	2.79998e-12	0.4610007	9.934613e-09	0.2559013	0.002948975
ENSG00000268388	ENSG00000255561	-0.08307761	0.3492653	0.01774285	0.8351739	-0.07963876	0.3621806
ENSG00000251562	ENSG00000255561	0.0756732	0.3940256	0.1687102	0.04630348	-0.1168647	0.1803681
ENSG00000268388	ENSG00000073712	0.3710503	1.498763e-05	0.6354342	3.364315e-17	0.6885746	5.226871e-20
ENSG00000251562	ENSG00000113578	-0.1185298	0.1809429	-0.05216078	0.5404992	-0.04268495	0.6256613
ENSG00000214049	ENSG00000113578	-0.02696931	0.7615956	-0.01416281	0.868092	-0.09520378	0.2756877
ENSG00000245694	ENSG00000102466	0.1257238	0.1556984	-0.02036138	0.8112732	-0.1342402	0.1234382
ENSG00000251562	ENSG00000156427	-0.06670648	0.4525908	-0.05105319	0.5491431	-0.02088805	0.811381
ENSG00000130600	ENSG00000156427	0.006405832	0.942563	0.007523384	0.929701	0.2504948	0.003636426
ENSG00000251562	ENSG00000138685	-0.06295862	0.4784386	0.361277	1.157652e-05	0.01222379	0.8889396
ENSG00000268388	ENSG00000138685	0.03827733	0.666706	0.6160202	5.454964e-16	0.6115108	5.356262e-15
ENSG00000268388	ENSG00000140285	0.6388339	3.770548e-16	0.5158415	6.914749e-11	0.7656341	7.18232e-27
ENSG00000245694	ENSG00000140285	-0.1030142	0.2453485	-0.1525576	0.07194749	-0.118518	0.174239
ENSG00000268388	ENSG00000077782	0.02345921	0.791866	0.1069014	0.208703	0.5345358	3.425547e-11
ENSG00000251562	ENSG00000022267	-0.2018655	0.02178446	0.06069757	0.476216	-0.02837424	0.7457835
ENSG00000268388	ENSG00000022267	0.5216478	2.312876e-10	0.6331506	4.716889e-17	0.7357698	6.303655e-24
ENSG00000251562	ENSG00000183386	-0.3549859	3.661155e-05	-0.05844466	0.4927678	-0.08408491	0.3359158
ENSG00000245694	ENSG00000135723	0.1090117	0.2187897	-0.07067662	0.406653	-0.05048749	0.5638568
ENSG00000251562	ENSG00000135723	-0.0639028	0.4718528	0.173307	0.04058606	-0.03077855	0.725072
ENSG00000245532	ENSG00000135723	-0.01304919	0.8833105	-0.03909691	0.6465007	-0.05141322	0.5567214
ENSG00000251562	ENSG00000176971	-0.2263892	0.009884473	-0.07712554	0.3650787	0.04533627	0.6043364
ENSG00000245694	ENSG00000141756	0.03139118	0.7239745	-0.0337948	0.6918146	-0.1082913	0.2147018
ENSG00000268388	ENSG00000134285	0.05550706	0.5321124	0.08210856	0.3348248	-0.02888764	0.741345
ENSG00000245694	ENSG00000134285	0.03726537	0.675012	0.07301357	0.3912747	0.09312098	0.2863762
ENSG00000268388	ENSG00000106080	0.1422924	0.1077046	0.251617	0.002709713	0.1389597	0.1106712
ENSG00000268388	ENSG00000079150	0.299536	0.0005637257	0.3002061	0.0003136826	0.2998121	0.0004549435
ENSG00000249859	ENSG00000151702	-0.01436418	0.8716476	0.1037043	0.2227167	0.03903776	0.6555064
ENSG00000251562	ENSG00000196924	-0.3357318	0.000100417	0.09546409	0.2618692	-0.0306027	0.7265803
ENSG00000268388	ENSG00000128591	0.5130063	5.10166e-10	0.6210369	2.705108e-16	0.6578702	7.766412e-18
ENSG00000245532	ENSG00000161791	-0.2016409	0.02193455	-7.641221e-05	0.9992851	-0.07169387	0.4121788
ENSG00000245694	ENSG00000122176	-0.0205389	0.8172908	-0.1854397	0.02826833	-0.06250152	0.4747957
ENSG00000268388	ENSG00000122176	0.1446167	0.1020177	0.2100497	0.01274152	0.3428984	5.336831e-05
ENSG00000235954	ENSG00000102081	0.1398746	0.1138803	0.2660992	0.001483988	0.233881	0.006739048
ENSG00000178977	ENSG00000102081	-0.09958384	0.2615056	0.05102213	0.5493866	0.0138509	0.8742707
ENSG00000203875	ENSG00000102081	-0.153583	0.0822612	-0.3042212	0.0002578547	-0.07103654	0.4164891
ENSG00000228649	ENSG00000102081	0.06064336	0.494796	-0.04129756	0.6280557	0.04213929	0.6300896
ENSG00000233098	ENSG00000102081	0.04114566	0.6433842	0.08010872	0.3467693	-0.01099526	0.9000404
ENSG00000234456	ENSG00000102081	0.0230466	0.7954457	0.07276429	0.3928983	-0.03966624	0.6503228
ENSG00000253200	ENSG00000102081	0.2130633	0.01533859	0.2014043	0.01702403	0.1609528	0.06420374
ENSG00000270820	ENSG00000102081	0.2788649	0.001373327	0.1850052	0.02864688	0.2488202	0.003876849
ENSG00000268895	ENSG00000102081	0.02729924	0.758768	-0.1448147	0.08779994	-0.02526401	0.7728457
ENSG00000263753	ENSG00000102081	0.0929043	0.2950137	0.09417631	0.2683888	0.2381498	0.005773335
ENSG00000254635	ENSG00000102081	0.3243552	0.0001768226	0.1719637	0.04219209	0.2053427	0.01773525
ENSG00000226688	ENSG00000102081	0.4033188	2.146413e-06	0.1103683	0.1942333	0.1598826	0.06601887
ENSG00000259673	ENSG00000102081	0.1854881	0.03533199	0.2440146	0.003668004	0.3112645	0.0002655099
ENSG00000214049	ENSG00000115414	-0.1574279	0.07478818	-0.03924712	0.6452347	0.02201668	0.8013947
ENSG00000251562	ENSG00000115414	-0.2244066	0.01056838	0.06846635	0.4215208	0.006507329	0.940741
ENSG00000249859	ENSG00000115414	0.1602751	0.06961534	-0.008359209	0.9219145	0.08364326	0.3384692
ENSG00000245694	ENSG00000164694	0.03809646	0.6681876	-0.1076862	0.2053615	-0.1060803	0.2242662
ENSG00000245532	ENSG00000165457	-0.1446789	0.1018687	0.2268517	0.007032233	-0.05030419	0.5652748
ENSG00000251562	ENSG00000110203	-0.1437332	0.1041508	0.01331047	0.8759648	-0.03497586	0.689395
ENSG00000268388	ENSG00000110203	-0.04230061	0.6340891	-0.00860489	0.9196271	-0.08109509	0.353441
ENSG00000233429	ENSG00000170345	0.1606916	0.06888368	0.1052789	0.215734	0.1005377	0.2495542
ENSG00000179406	ENSG00000170345	0.08979554	0.3115378	-0.07895401	0.3537866	0.01497752	0.8641386
ENSG00000178977	ENSG00000170345	0.2844068	0.001088749	0.07206758	0.3974573	0.1344865	0.122745
ENSG00000215386	ENSG00000170345	-0.07619435	0.3907673	0.1036924	0.2227701	0.02354467	0.7879261
ENSG00000222041	ENSG00000170345	-0.1282275	0.1475627	-0.1021199	0.2299033	-0.1833765	0.03461884
ENSG00000222041	ENSG00000075426	-0.1533321	0.0827689	-0.1784098	0.03494477	-0.3534153	3.008958e-05
ENSG00000178977	ENSG00000075426	0.2853866	0.001044446	0.08743192	0.3043253	0.2126869	0.01397672
ENSG00000203875	ENSG00000075426	0.04471182	0.6148676	0.04586648	0.5904961	-0.1809427	0.03713546
ENSG00000234456	ENSG00000075426	-0.007359289	0.934032	-0.05326406	0.5319563	0.02074625	0.8126378
ENSG00000249669	ENSG00000075426	-0.07037592	0.4280575	-0.02651904	0.7557862	-0.02602266	0.766218
ENSG00000233429	ENSG00000129514	0.13879	0.1167389	0.3913836	1.739495e-06	0.2759916	0.001302008
ENSG00000223806	ENSG00000129514	-0.03077953	0.7291416	0.1435228	0.09069759	0.1063972	0.2228772
ENSG00000251191	ENSG00000129514	0.2504744	0.004197352	0.2622408	0.001747921	-0.01925296	0.825902
ENSG00000182586	ENSG00000129514	-0.04478753	0.6142682	0.04401327	0.6056076	0.005473722	0.9501403
ENSG00000229152	ENSG00000129514	0.4186888	7.896888e-07	0.3256236	8.643052e-05	0.3209282	0.0001656748
ENSG00000245910	ENSG00000129514	-0.1332393	0.1322475	-0.158894	0.06077422	-0.09993519	0.2524174
ENSG00000245532	ENSG00000129514	0.2624173	0.002661825	0.2085317	0.01341703	0.0025123	0.977104
ENSG00000234741	ENSG00000129514	0.08295027	0.350007	0.1488912	0.07913787	0.2057553	0.01750297
ENSG00000240990	ENSG00000129514	0.2783731	0.001401603	0.04137721	0.6273924	0.1813495	0.03670436
ENSG00000229847	ENSG00000129514	0.3248514	0.0001725913	0.1983644	0.01880205	0.2573051	0.002790811
ENSG00000196668	ENSG00000129514	-0.2620185	0.002703521	-0.2189495	0.009348641	-0.2711471	0.001594772
ENSG00000247092	ENSG00000129514	0.2339343	0.007624735	0.3555506	1.625642e-05	0.1524083	0.079892
ENSG00000245694	ENSG00000129514	0.2016652	0.0219183	0.4525592	1.980262e-08	0.1971939	0.02290167
ENSG00000260583	ENSG00000129514	-0.08312515	0.3489886	0.08534309	0.3160682	0.2295671	0.007858176
ENSG00000176124	ENSG00000129514	0.1661638	0.0598368	-0.06647607	0.4351747	0.1984315	0.02204218
ENSG00000231607	ENSG00000129514	0.08462262	0.3403445	0.05995944	0.4816055	0.2775269	0.001220014
ENSG00000248309	ENSG00000129514	-0.2240477	0.01069654	-0.1509912	0.07495194	-0.1475207	0.09016709
ENSG00000152931	ENSG00000129514	0.08625949	0.3310522	-0.004720969	0.9558526	0.07995371	0.3602793
ENSG00000223546	ENSG00000129514	0.4454538	1.224645e-07	-0.01691063	0.8428029	0.08264171	0.3443051
ENSG00000235823	ENSG00000129514	0.2930699	0.000750156	0.3686503	7.404871e-06	0.1964785	0.02341146
ENSG00000249859	ENSG00000129514	-0.162292	0.0661297	-0.102819	0.2267124	-0.07625761	0.3829818
ENSG00000215386	ENSG00000129514	-0.2034633	0.02074181	-0.08112831	0.3406464	-0.151943	0.08082779
ENSG00000224843	ENSG00000129514	-0.0523919	0.5554114	0.09299445	0.2744683	-0.007540627	0.9313527
ENSG00000198468	ENSG00000129514	0.2865692	0.0009931656	0.09796787	0.2495055	0.1973702	0.02277747
ENSG00000244349	ENSG00000129514	0.3367591	9.53108e-05	-0.02744521	0.7475395	0.2388578	0.005625692
ENSG00000224965	ENSG00000129514	-0.1567667	0.07603282	-0.1707772	0.04365456	-0.164414	0.05861011
ENSG00000215417	ENSG00000129514	0.02321895	0.7939499	-0.01359671	0.8733195	-0.05273743	0.5465909
ENSG00000174680	ENSG00000129514	0.1677212	0.057448	0.06454868	0.4486345	-0.07945169	0.3633129
ENSG00000228022	ENSG00000129514	-0.006845522	0.9386281	-0.002439076	0.9771829	-0.03261003	0.7094265
ENSG00000251562	ENSG00000129514	0.3974414	3.105545e-06	-0.00292316	0.972656	-0.04693534	0.591633
ENSG00000203801	ENSG00000129514	0.06650868	0.4539352	0.04445361	0.6020015	-0.09188865	0.2928289
ENSG00000231028	ENSG00000129514	0.3077088	0.0003891215	0.2654309	0.001526929	0.2741842	0.001404952
ENSG00000240498	ENSG00000129514	-0.1427993	0.1064435	0.07165094	0.4001986	-0.1172815	0.1788082
ENSG00000255733	ENSG00000129514	-0.1152059	0.1935718	-0.1024339	0.2284665	-0.1310572	0.1326709
ENSG00000179935	ENSG00000129514	0.1640592	0.06319369	0.04618927	0.5878816	0.05120751	0.5583032
ENSG00000224157	ENSG00000129514	0.1367818	0.122178	0.09880034	0.2454856	0.06574125	0.452158
ENSG00000255717	ENSG00000129514	0.129055	0.1449456	0.03953851	0.6427817	0.09425712	0.280512
ENSG00000174365	ENSG00000129514	0.2271321	0.009638403	0.2288904	0.006524297	0.2586703	0.002644379
ENSG00000182165	ENSG00000129514	0.2411662	0.005901205	0.2965635	0.0003738149	0.2032084	0.01897999
ENSG00000177640	ENSG00000129514	0.2622206	0.002682315	0.133664	0.1153885	0.1869751	0.03116261
ENSG00000215374	ENSG00000129514	0.4104576	1.357371e-06	0.07953573	0.3502404	0.2448915	0.004497796
ENSG00000231074	ENSG00000129514	0.3870179	5.8778e-06	0.05536447	0.5158817	0.1396268	0.108953
ENSG00000251562	ENSG00000170122	0.2466702	0.00483167	0.03755508	0.6595538	-0.02119023	0.8087041
ENSG00000268388	ENSG00000103241	0.9474319	1.044655e-64	0.9076698	6.855767e-54	0.9162028	7.100811e-54
ENSG00000224157	ENSG00000160973	-0.004048611	0.9636801	0.05201232	0.5416539	-0.01235949	0.8877147
ENSG00000215386	ENSG00000160973	-0.09576226	0.280344	-0.07801391	0.3595649	-0.08031289	0.3581185
ENSG00000176124	ENSG00000160973	-0.1261493	0.1542923	0.0001276432	0.9988058	0.1791345	0.03910329
ENSG00000225383	ENSG00000160973	-0.1111646	0.2097731	-0.09586271	0.2598733	-0.06907377	0.4295147
ENSG00000236953	ENSG00000160973	0.1569	0.07578056	0.09860853	0.2464078	0.3490132	3.834092e-05
ENSG00000229847	ENSG00000160973	0.1607566	0.06877004	0.06916517	0.4167863	-0.06901622	0.4299001
ENSG00000218510	ENSG00000160973	0.0088021	0.9211371	0.1323105	0.119152	0.2151263	0.01289246
ENSG00000228022	ENSG00000160973	-0.07539833	0.3957507	-0.009341567	0.9127723	-0.01729206	0.8433939
ENSG00000231607	ENSG00000160973	0.170399	0.05352417	0.1129336	0.1840055	0.2785515	0.001167945
ENSG00000226496	ENSG00000160973	-0.1041473	0.240167	-0.01533232	0.8573107	-0.09903991	0.2567134
ENSG00000233237	ENSG00000160973	-0.1386266	0.1171742	-0.1692056	0.04565679	-0.05933568	0.4974983
ENSG00000232973	ENSG00000160973	-0.03010799	0.7348287	-0.01982871	0.8161218	0.2264307	0.008772159
ENSG00000214548	ENSG00000160973	-0.06735627	0.4481901	-0.05865978	0.4911743	-0.04168714	0.633769
ENSG00000254226	ENSG00000160973	0.3126832	0.0003088892	0.07509917	0.3778499	0.2352514	0.00641445
ENSG00000203801	ENSG00000160973	-0.05654504	0.5244593	-0.05752084	0.499642	0.1679532	0.05331048
ENSG00000249859	ENSG00000160973	-0.04536404	0.6097122	0.05466443	0.5212113	0.1740049	0.04516785
ENSG00000249669	ENSG00000160973	-0.1079214	0.2234598	-0.05227689	0.539597	0.003559144	0.967568
ENSG00000198468	ENSG00000160973	0.1198077	0.1762519	0.1795116	0.03381777	-0.02322837	0.7907092
ENSG00000236790	ENSG00000160973	-0.04082382	0.6459843	0.007391072	0.9309342	0.0593494	0.4973987
ENSG00000251191	ENSG00000160973	0.02093738	0.8138097	0.1107951	0.1925038	0.149926	0.08498626
ENSG00000225783	ENSG00000160973	-0.0499679	0.573875	0.1712815	0.04302788	-0.04533165	0.6043733
ENSG00000235947	ENSG00000160973	-0.06724621	0.4489338	-0.1207904	0.15514	0.03166484	0.7174862
ENSG00000245532	ENSG00000160973	0.01107218	0.9008912	-0.008178576	0.9235966	0.1773756	0.04110075
ENSG00000233429	ENSG00000160973	0.2677211	0.002159837	0.08032873	0.3454422	0.1533298	0.07806434
ENSG00000175611	ENSG00000128573	0.05459941	0.5388501	0.3607694	1.193337e-05	0.1028606	0.2387261
ENSG00000234608	ENSG00000128573	-0.07824473	0.3781059	-0.0262337	0.7583324	-0.01969394	0.8219797
ENSG00000234456	ENSG00000128573	0.3734508	1.306099e-05	0.5876082	2.312661e-14	0.5272211	7.047795e-11
ENSG00000231074	ENSG00000128573	0.1963142	0.02576455	0.2243802	0.007694877	0.05250064	0.5483957
ENSG00000249859	ENSG00000128573	-0.0479518	0.5894472	-0.0838631	0.3245642	-0.09224053	0.2909767
ENSG00000226051	ENSG00000128573	-0.07299776	0.411007	-0.1226793	0.1487368	0.01468865	0.8667345
ENSG00000241313	ENSG00000128573	0.02369149	0.7898527	0.2199288	0.009029084	0.1657705	0.05652994
ENSG00000178977	ENSG00000128573	-0.1509367	0.08774367	-0.0773991	0.3633752	-0.04936895	0.572536
ENSG00000245532	ENSG00000128573	-0.06293219	0.4786237	-0.1082108	0.2031498	-0.01492875	0.8645768
ENSG00000251562	ENSG00000128573	0.07161726	0.4199346	-0.0292099	0.7319064	0.01795983	0.8374282
ENSG00000198468	ENSG00000128573	0.1869333	0.03390295	-0.006723666	0.9371574	-0.106206	0.2237147
ENSG00000225855	ENSG00000128573	-0.06206122	0.4847439	0.05251102	0.5377799	-0.06320428	0.4698335
ENSG00000174365	ENSG00000128573	-0.09696299	0.2743294	0.05390027	0.527061	-0.08214671	0.3472127
ENSG00000197989	ENSG00000128573	-0.1162792	0.1894258	-0.006619305	0.9381309	-0.09166546	0.2940078
ENSG00000235823	ENSG00000128573	0.1932101	0.02824979	0.1151406	0.1755267	-0.02657457	0.7614071
ENSG00000225470	ENSG00000128573	0.1908287	0.03029214	-0.03381577	0.6916331	0.01598078	0.8551344
ENSG00000268388	ENSG00000164379	-0.07982403	0.3685258	-0.1155793	0.1738763	0.06003507	0.4924342
ENSG00000251562	ENSG00000106701	-0.1498883	0.08999479	0.1446332	0.08820237	0.08065478	0.3560693
ENSG00000268388	ENSG00000163430	0.321896	0.0001992514	0.2608701	0.001851516	0.2947315	0.0005737082
ENSG00000268388	ENSG00000140718	0.06363798	0.473695	0.2968657	0.000368447	0.05899746	0.499957
ENSG00000228221	ENSG00000089280	-0.05074213	0.5679466	-0.0201777	0.8129443	-0.1574568	0.07028829
ENSG00000246090	ENSG00000089280	0.08399006	0.3439793	-0.0294862	0.7294684	-0.07850187	0.3690955
ENSG00000232633	ENSG00000089280	0.2098832	0.01697423	0.04768672	0.5758228	0.1958417	0.02387339
ENSG00000231125	ENSG00000089280	0.1666392	0.05909914	0.1514526	0.07405662	0.02151478	0.8058317
ENSG00000258498	ENSG00000089280	0.02155296	0.8084392	0.06621616	0.4369762	-0.1500329	0.08476163
ENSG00000236255	ENSG00000089280	0.008706179	0.9219938	0.07005905	0.4107758	0.09401177	0.2817715
ENSG00000258559	ENSG00000089280	0.3859615	6.26286e-06	0.1573702	0.06332205	0.1985228	0.02197989
ENSG00000258634	ENSG00000089280	0.3720281	1.417262e-05	0.3774037	4.294011e-06	0.3414122	5.777536e-05
ENSG00000236333	ENSG00000089280	-0.01558294	0.8608627	-0.007133779	0.9333329	-0.05462897	0.5322784
ENSG00000224687	ENSG00000089280	0.2313433	0.008342988	0.2684397	0.001342135	0.1775591	0.04088855
ENSG00000205181	ENSG00000089280	0.413532	1.11062e-06	0.3870808	2.307478e-06	0.2823328	0.0009928819
ENSG00000257671	ENSG00000089280	-0.001532127	0.9862513	-0.1225946	0.1490195	-0.0730135	0.4036051
