lnc	gene	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value	Stg IV $estimate	Stg IV $p.value
ENSG00000251562	ENSG00000107223	-0.1014563	0.5501751	0.002506681	0.992649	-0.2655723	0.3387404
ENSG00000245532	ENSG00000107223	-0.1629368	0.3352726	0.2865982	0.2818463	-0.2578097	0.3535699
ENSG00000251562	ENSG00000132394	-0.02353138	0.8900491	-0.09583138	0.7240547	0.5912869	0.02025904
ENSG00000268388	ENSG00000090776	0.07605889	0.6545733	0.1439052	0.5949278	-0.07953643	0.7781236
ENSG00000255717	ENSG00000141543	0.5261402	0.0008236971	0.3763355	0.1508065	0.02297744	0.9352187
ENSG00000236901	ENSG00000141543	0.150795	0.372995	0.2537954	0.3428806	-0.09646273	0.7323613
ENSG00000267080	ENSG00000141543	0.4306965	0.00778963	0.2982475	0.2618651	0.408379	0.1307295
ENSG00000230658	ENSG00000141543	-0.03704048	0.8277019	-0.1711073	0.5263355	-0.002376802	0.9932926
ENSG00000215417	ENSG00000141543	0.427866	0.008250073	-0.3947984	0.1301892	-0.05346541	0.8499045
ENSG00000177410	ENSG00000141543	0.4891811	0.002122652	0.4961233	0.05063527	-0.08930389	0.7516234
ENSG00000224418	ENSG00000141543	0.4268553	0.00842004	-0.07740989	0.7756828	0.07113685	0.8010965
ENSG00000227036	ENSG00000141543	0.04832053	0.7764103	0.5499485	0.02731138	0.2979596	0.2807572
ENSG00000197989	ENSG00000141543	0.3864076	0.01816033	0.2826721	0.2887817	0.09851563	0.7268643
ENSG00000224699	ENSG00000141543	0.4496144	0.005240928	0.1959743	0.4669753	0.2771012	0.3173767
ENSG00000245614	ENSG00000141543	0.4642361	0.003799053	0.18998	0.4809744	0.6424352	0.009803533
ENSG00000226696	ENSG00000141543	0.1571776	0.3528624	0.0325762	0.9046689	0.08719068	0.757336
ENSG00000185168	ENSG00000141543	0.241749	0.1494401	0.4655654	0.06915989	0.6409808	0.01002519
ENSG00000229124	ENSG00000141543	0.07380429	0.6642025	0.2393998	0.3718532	-0.3164706	0.2504746
ENSG00000267080	ENSG00000066044	0.2619497	0.1173069	0.2750202	0.3025886	0.3834825	0.1582422
ENSG00000255717	ENSG00000066044	0.7721323	2.185791e-08	0.3626538	0.1674375	-0.07879201	0.7801529
ENSG00000215417	ENSG00000066044	0.6130548	5.48616e-05	-0.2126971	0.4290095	-0.04556412	0.8719028
ENSG00000177410	ENSG00000066044	0.7548362	6.762464e-08	0.3605658	0.1700789	-0.1965446	0.482635
ENSG00000197989	ENSG00000066044	0.6995718	1.451622e-06	0.4284387	0.09777907	-0.2341819	0.4008673
ENSG00000236901	ENSG00000066044	0.185729	0.2710797	0.5858806	0.01708684	0.2080788	0.4567699
ENSG00000177410	ENSG00000120690	0.01118197	0.9476289	0.3306358	0.2110044	-0.156652	0.5771605
ENSG00000268388	ENSG00000049540	-0.1351479	0.4251455	0.124567	0.6457695	-0.02084025	0.9412341
ENSG00000268388	ENSG00000102119	0.1248937	0.4614171	-0.2999922	0.2589495	0.46926	0.0776175
ENSG00000251562	ENSG00000154920	-0.06014352	0.7236367	-0.107108	0.6929775	0.2540502	0.3608792
ENSG00000268388	ENSG00000154920	-0.1109549	0.5132594	0.2038985	0.4487826	0.01420325	0.9599322
ENSG00000245694	ENSG00000154920	0.5980801	9.255153e-05	0.1541627	0.5686402	0.3466981	0.2055197
ENSG00000177410	ENSG00000100393	0.1879807	0.2652085	-0.1782139	0.5090302	-0.2076959	0.4576174
ENSG00000224418	ENSG00000100393	0.6734897	4.919067e-06	-0.07708365	0.7766058	0.4039609	0.135355
ENSG00000197989	ENSG00000100393	0.2432151	0.1469118	0.003275067	0.9903957	0.1227788	0.6628928
ENSG00000215417	ENSG00000100393	0.4887373	0.002145571	-0.004285956	0.9874314	-0.1920208	0.4929665
ENSG00000255717	ENSG00000100393	0.5765152	0.0001880409	0.2382373	0.3742501	0.1088202	0.699463
ENSG00000251562	ENSG00000186871	-0.1766003	0.2957484	-0.1441145	0.5943865	0.6271346	0.01233705
ENSG00000255717	ENSG00000157554	0.3468595	0.03544489	0.3639235	0.1658448	0.5760101	0.02462431
ENSG00000177410	ENSG00000157554	0.4443803	0.005861179	0.3598707	0.1709642	0.3089031	0.2626017
ENSG00000224418	ENSG00000157554	0.1002481	0.5549586	0.2413967	0.367756	0.1135	0.6871294
ENSG00000215417	ENSG00000157554	0.3819141	0.01967147	0.1549125	0.5667382	0.877067	1.760829e-05
ENSG00000197989	ENSG00000157554	0.4593689	0.004235055	0.277106	0.298787	0.5823638	0.02272974
ENSG00000268388	ENSG00000135476	-0.06172806	0.7166525	0.6309848	0.008766643	0.04084942	0.8850719
ENSG00000224418	ENSG00000134954	0.09356373	0.5817689	0.4493324	0.08080056	0.0373303	0.8949198
ENSG00000177410	ENSG00000134954	0.2742514	0.1004624	0.4696278	0.06644892	0.3533639	0.1963528
ENSG00000255717	ENSG00000134954	0.2388401	0.15455	0.3105788	0.2416877	0.6459925	0.009277481
ENSG00000197989	ENSG00000134954	0.3555775	0.03078836	0.6915303	0.003003719	0.6830235	0.005007406
ENSG00000215417	ENSG00000182944	0.6810211	3.502008e-06	0.06522208	0.8103456	0.1295356	0.6454356
ENSG00000177410	ENSG00000182944	0.4576064	0.004403304	0.4938982	0.05184355	0.02277693	0.935783
ENSG00000255717	ENSG00000182944	0.6891755	2.396805e-06	0.5078719	0.04459937	0.1482323	0.5980385
ENSG00000197989	ENSG00000182944	0.4579659	0.004368525	0.6099256	0.01211569	0.1548849	0.5815171
ENSG00000251562	ENSG00000174371	-0.2159689	0.1992076	-0.2071598	0.4414005	-0.06423718	0.8200819
ENSG00000268388	ENSG00000164002	0.1667245	0.3240041	0.3546944	0.1776541	-0.02366368	0.9332879
ENSG00000268388	ENSG00000130713	0.0007169368	0.9966399	0.09084729	0.7379233	-0.1794686	0.5221678
ENSG00000245694	ENSG00000130713	0.5795916	0.00017047	0.714886	0.001855515	0.7793389	0.0006145806
ENSG00000233723	ENSG00000106462	-0.1142431	0.5007741	0.01809284	0.9469753	-0.3842696	0.1573179
ENSG00000231028	ENSG00000106462	0.2060066	0.2212343	-0.1488726	0.5821359	-0.126911	0.6521969
ENSG00000230102	ENSG00000106462	0.1289241	0.4469674	0.03450854	0.8990403	-0.3514374	0.1989746
ENSG00000248636	ENSG00000106462	0.07172406	0.6731343	0.8283673	7.376154e-05	0.2396593	0.3896174
ENSG00000214719	ENSG00000106462	0.4162179	0.01039807	0.2322459	0.3867363	-0.05738215	0.8390367
ENSG00000251095	ENSG00000106462	-0.05864222	0.7302744	0.007439845	0.9781842	-0.08574739	0.7612444
ENSG00000245573	ENSG00000106462	0.05051824	0.7665176	-0.1393195	0.6068366	-0.1494475	0.5950065
ENSG00000259768	ENSG00000106462	0.2236606	0.1832845	0.2475158	0.3553572	0.6684816	0.006441811
ENSG00000261617	ENSG00000106462	-0.1156271	0.4955658	-0.1027577	0.7049151	0.06922876	0.806337
ENSG00000227517	ENSG00000106462	-0.1276021	0.4516798	-0.256211	0.3381483	-0.2182886	0.4344614
ENSG00000242808	ENSG00000106462	0.2228746	0.184869	-0.02120457	0.937871	-0.2453527	0.3781051
ENSG00000251562	ENSG00000106462	-0.1577267	0.3511614	-0.1800902	0.5045058	0.3633472	0.1831232
ENSG00000230615	ENSG00000106462	0.1257771	0.458229	0.09542542	0.7251813	-0.2044571	0.4648168
ENSG00000226688	ENSG00000106462	0.1816819	0.2818445	0.5977267	0.01447115	-0.5836705	0.02235427
ENSG00000231680	ENSG00000106462	0.01573009	0.9263771	0.1646934	0.5421793	-0.08254873	0.7699252
ENSG00000214548	ENSG00000106462	0.1717465	0.3094321	0.1060119	0.6959791	0.06037459	0.8307516
ENSG00000229807	ENSG00000106462	-0.05810787	0.7326416	0.1747156	0.5175157	0.03835323	0.8920557
ENSG00000249859	ENSG00000106462	0.6581438	9.547344e-06	0.09974238	0.7132278	0.7161615	0.002671509
ENSG00000251562	ENSG00000189057	-0.1271835	0.4531773	-0.0633189	0.8157899	0.113643	0.6867538
ENSG00000268388	ENSG00000071859	0.03139213	0.8536665	-0.1782259	0.5090011	0.169242	0.5465203
ENSG00000251562	ENSG00000071859	0.05605703	0.7417494	-0.04549004	0.8671455	0.2513512	0.3661778
ENSG00000245532	ENSG00000188610	-0.1061863	0.5316369	0.3069456	0.2475285	0.612696	0.01516814
ENSG00000251562	ENSG00000101447	-0.1737817	0.3036466	-0.05119154	0.8506586	0.1787978	0.5237499
ENSG00000251562	ENSG00000181544	-0.1048081	0.537007	-0.09993398	0.7126987	0.3786968	0.1639398
ENSG00000251562	ENSG00000221829	0.05794802	0.7333502	0.1229332	0.6501371	0.5290576	0.04257142
ENSG00000268388	ENSG00000140525	-0.04047487	0.8120004	0.3401769	0.197331	0.2328209	0.403689
ENSG00000251562	ENSG00000140525	-0.1247237	0.4620323	-0.1409652	0.6025519	0.03223647	0.9091994
ENSG00000245694	ENSG00000140525	0.7799072	1.273634e-08	0.788321	0.0002857256	0.647547	0.009054659
ENSG00000268388	ENSG00000116120	0.07004861	0.6803604	0.3674551	0.161468	-0.2302823	0.4089801
ENSG00000245694	ENSG00000116120	0.4599613	0.004179767	0.3126559	0.2383876	0.3104137	0.2601529
ENSG00000245694	ENSG00000077942	0.3710388	0.02376794	-0.2309609	0.3894434	0.3433963	0.2101598
ENSG00000268388	ENSG00000077942	0.001138319	0.994665	0.09132749	0.7365837	-0.191072	0.4951465
ENSG00000245532	ENSG00000177051	-0.1159364	0.4944053	0.7196304	0.001673172	0.1866631	0.5053356
ENSG00000245532	ENSG00000130475	-0.2888531	0.08293671	-0.09789085	0.7183471	-0.1138844	0.6861196
ENSG00000251562	ENSG00000130475	-0.2863762	0.0857296	-0.4477803	0.08198305	-0.3851055	0.1563403
ENSG00000251562	ENSG00000168496	-0.07323936	0.6666237	-0.3995015	0.1252647	0.08960347	0.7508146
ENSG00000268388	ENSG00000168496	-0.09882846	0.5606039	0.6583901	0.005553321	0.02497981	0.9295857
ENSG00000245694	ENSG00000102466	-0.02229676	0.8957856	-0.2984306	0.2615582	-0.01173535	0.9668904
ENSG00000251562	ENSG00000119782	-0.1193141	0.4818265	-0.3695933	0.1588561	0.06397995	0.8207915
ENSG00000255717	ENSG00000102081	0.3115242	0.06053222	-0.2871629	0.2808572	-0.03822255	0.8924216
ENSG00000197989	ENSG00000102081	0.403378	0.0132998	0.01152033	0.9662242	-0.04373573	0.8770063
ENSG00000215417	ENSG00000102081	0.2080281	0.2166352	-0.1299069	0.6315708	-0.1927937	0.491194
ENSG00000236901	ENSG00000102081	0.2990931	0.07213172	0.7529927	0.0007600852	0.2594512	0.3504045
ENSG00000177410	ENSG00000102081	0.4000138	0.01416437	-0.1865211	0.4891434	-0.1408845	0.6165001
ENSG00000215417	ENSG00000170345	0.4081525	0.01214965	0.2971065	0.2637827	0.7248261	0.002235164
ENSG00000268388	ENSG00000175592	-0.1508995	0.3726601	-0.1406928	0.6032603	-0.1806468	0.5193939
ENSG00000245532	ENSG00000175592	-0.1790944	0.2888704	-0.06739853	0.8041294	0.5163763	0.04875885
ENSG00000255717	ENSG00000075426	0.2482592	0.1384526	0.3818697	0.144409	-0.02019306	0.9430563
ENSG00000215417	ENSG00000075426	0.3168187	0.05606484	0.1513896	0.5756982	-0.01981933	0.9441087
ENSG00000177410	ENSG00000075426	-0.005761061	0.9730042	0.3022166	0.2552612	-0.2268094	0.4162766
ENSG00000197989	ENSG00000075426	0.04058806	0.8114841	0.1824981	0.4987274	0.01887438	0.9467699
ENSG00000224418	ENSG00000075426	0.5112453	0.001221821	0.3944618	0.1305467	-0.08512402	0.7629342
ENSG00000215417	ENSG00000129514	-0.0499559	0.7690455	-0.3632183	0.1667281	0.5769849	0.02432612
ENSG00000255717	ENSG00000129514	0.08087082	0.6342064	-0.09850116	0.7166584	0.6126034	0.01518779
ENSG00000251562	ENSG00000111206	-0.1867124	0.2685052	-0.2120281	0.4304968	-0.05622899	0.8422336
ENSG00000245694	ENSG00000111206	0.7471369	1.08582e-07	0.39649	0.1284029	0.225515	0.4190133
ENSG00000197989	ENSG00000128573	-0.01714528	0.919774	0.6540683	0.005985139	-0.02398395	0.9323869
ENSG00000245532	ENSG00000049768	0.4818775	0.002528404	-0.1403542	0.6041412	0.1375197	0.6250269
ENSG00000268388	ENSG00000075618	0.3240639	0.05038127	0.129136	0.6336133	-0.2080945	0.4567351
ENSG00000251562	ENSG00000075618	-0.2560191	0.1261476	-0.4132247	0.1116355	-0.2825658	0.3075287
ENSG00000268388	ENSG00000163430	-0.2350061	0.1614772	-0.08455984	0.7555269	-0.2785676	0.3147164
ENSG00000258634	ENSG00000089280	0.3024506	0.06883992	0.3098742	0.2428137	-0.2942395	0.2870951
ENSG00000224699	ENSG00000089280	0.2103717	0.2113862	0.3175405	0.2307386	0.2472849	0.3742405
ENSG00000254876	ENSG00000089280	0.2005612	0.2339544	0.04398928	0.8714941	-0.08710418	0.7575701
ENSG00000184441	ENSG00000089280	0.5052643	0.001424343	0.397856	0.1269728	0.6337496	0.01118597
ENSG00000233527	ENSG00000089280	0.6277908	3.19297e-05	-0.05721188	0.8333124	0.06064792	0.8299956
ENSG00000236901	ENSG00000089280	0.1638582	0.3325094	0.22259	0.4073267	-0.1496027	0.5946198
ENSG00000177410	ENSG00000089280	0.7528302	7.663043e-08	0.2832523	0.2877503	-0.1867463	0.5051424
ENSG00000267080	ENSG00000089280	0.2444297	0.1448412	0.2352315	0.3804864	0.5173872	0.04824268
ENSG00000185168	ENSG00000089280	0.2530296	0.1307877	0.384331	0.1416239	0.2468671	0.3750742
ENSG00000255717	ENSG00000089280	0.7175636	5.788523e-07	0.2387128	0.3732686	-0.285469	0.3023698
ENSG00000271122	ENSG00000089280	0.3462011	0.03581867	0.2223783	0.4077844	0.6748412	0.005779322
ENSG00000215417	ENSG00000089280	0.5671198	0.000252221	0.2810805	0.2916219	-0.1203813	0.6691267
ENSG00000259583	ENSG00000089280	0.1781852	0.2913656	-0.05855665	0.8294474	-0.08998711	0.749779
ENSG00000227036	ENSG00000089280	0.06518371	0.7015	0.2190449	0.415029	-0.02402331	0.9322762
ENSG00000262089	ENSG00000089280	0.3561881	0.03048203	-0.3474409	0.1873161	0.5384476	0.03838017
ENSG00000197989	ENSG00000089280	0.7021248	1.279302e-06	0.1171054	0.6658027	-0.3260334	0.2356504
ENSG00000206567	ENSG00000089280	0.3167143	0.05615033	0.1586747	0.5572357	0.141325	0.6153873
ENSG00000237499	ENSG00000089280	0.3150031	0.05756621	0.09309573	0.7316572	0.282741	0.3072159
ENSG00000260917	ENSG00000089280	0.4585165	0.004315713	-0.02131956	0.9375347	-0.239672	0.3895915
ENSG00000267213	ENSG00000089280	0.06418912	0.7058498	-0.06866682	0.8005121	-0.4035386	0.1358029
ENSG00000268362	ENSG00000089280	0.4141551	0.01082423	-0.0961439	0.7231877	-0.2083941	0.4560727
ENSG00000226696	ENSG00000089280	0.3578469	0.02966237	0.2542926	0.3419034	0.2065952	0.460058
ENSG00000215417	ENSG00000114416	0.3793753	0.02057072	-0.1888013	0.4837508	0.01318261	0.9628096
ENSG00000230876	ENSG00000114416	0.3548566	0.03115332	0.3117823	0.2397721	0.1408096	0.6166895
ENSG00000197989	ENSG00000129245	0.2517198	0.1328603	0.3259039	0.2180057	-0.1462639	0.6029624
ENSG00000230876	ENSG00000129245	0.5244952	0.0008611221	-0.07325662	0.7874537	-0.01018047	0.9712754
ENSG00000255717	ENSG00000129245	0.4365989	0.006899834	0.193913	0.4717664	-0.07923022	0.7789582
ENSG00000215417	ENSG00000102145	-0.1491692	0.3782298	-0.144968	0.5921813	-0.1223717	0.66395
ENSG00000197989	ENSG00000179348	-0.02045027	0.9043746	0.2696206	0.3125619	0.3736564	0.1700857
ENSG00000255717	ENSG00000141448	0.2669226	0.1102593	0.08535455	0.7532954	-0.457118	0.08669743
ENSG00000230876	ENSG00000141448	0.1339937	0.4291468	0.07365875	0.7863121	-0.1787734	0.5238075
ENSG00000177410	ENSG00000141448	0.07982397	0.6386154	-0.1378618	0.6106419	-0.4336715	0.1063153
ENSG00000245694	ENSG00000057608	0.3634222	0.0270393	0.5853704	0.01720723	0.05457831	0.8468139
ENSG00000268388	ENSG00000057608	0.14588	0.3889522	0.489908	0.05406371	-0.2196705	0.431485
ENSG00000245694	ENSG00000182963	0.5612318	0.0003018345	0.05199299	0.8483455	0.09655493	0.7321141
ENSG00000268388	ENSG00000134697	0.05821618	0.7321616	0.5927058	0.01553855	0.2983407	0.2801128
ENSG00000245532	ENSG00000213420	-0.1722527	0.3079866	0.1271882	0.6387852	0.2013111	0.4718624
ENSG00000251562	ENSG00000105464	-0.2298596	0.1711246	-0.1091264	0.6874616	0.03877334	0.8908798
ENSG00000245532	ENSG00000105464	-0.2678256	0.1090147	-0.1445872	0.5931646	0.1716707	0.5406924
ENSG00000245694	ENSG00000105464	-0.01163975	0.945488	-0.2710047	0.3099872	0.1125089	0.6897356
ENSG00000197989	ENSG00000137947	0.336091	0.04197355	0.3818659	0.1444133	0.2952162	0.285423
ENSG00000215417	ENSG00000137947	0.5432821	0.0005113819	0.0133785	0.96078	0.06782908	0.810186
ENSG00000177410	ENSG00000137947	0.2848116	0.08753091	0.5324284	0.03373867	-0.1433268	0.6103394
ENSG00000255717	ENSG00000137947	0.6342958	2.491975e-05	0.4095371	0.1151909	0.1539141	0.5839162
ENSG00000251562	ENSG00000075218	-0.2089956	0.2144576	-0.2075157	0.4405986	-0.01552286	0.9562127
ENSG00000245694	ENSG00000169919	0.441347	0.006248806	0.3079079	0.245973	0.2975071	0.2815237
ENSG00000268388	ENSG00000169919	-0.145035	0.3917349	0.5491658	0.02757679	-0.1672784	0.551252
ENSG00000251562	ENSG00000188486	-0.1603996	0.342954	-0.2569671	0.3366747	0.2701221	0.3302147
ENSG00000245532	ENSG00000131351	-0.2006864	0.2336564	0.08237063	0.7616833	-0.01199028	0.9661715
ENSG00000251562	ENSG00000119969	-0.1727222	0.30665	-0.1474762	0.5857203	0.1119638	0.6911701
ENSG00000177410	ENSG00000164683	0.442438	0.006106918	0.5822727	0.01795234	0.4469209	0.09488468
ENSG00000255717	ENSG00000164683	0.4077304	0.01224783	0.310995	0.2410243	0.6944963	0.004064992
ENSG00000215417	ENSG00000164683	0.3932294	0.01605266	0.3442439	0.1916818	0.9549479	3.129074e-08
ENSG00000224418	ENSG00000164683	0.1317441	0.4370054	0.5946266	0.01512321	-0.03837615	0.8919916
ENSG00000197989	ENSG00000164683	0.4310099	0.007740025	0.7531051	0.000757915	0.7331606	0.001871272
ENSG00000251562	ENSG00000123485	-0.2038348	0.2262494	-0.1246649	0.6455082	0.06258276	0.8246484
ENSG00000251562	ENSG00000064961	-0.2194506	0.1918843	-0.3123378	0.2388912	0.1742917	0.5344339
ENSG00000268388	ENSG00000064961	0.1417006	0.4028284	0.04895159	0.8571292	0.3085998	0.2630951
ENSG00000268388	ENSG00000164104	-0.09918136	0.5591981	0.02958465	0.9133912	0.09689025	0.7312155
ENSG00000268388	ENSG00000072571	-0.07574181	0.6559242	-0.0009588854	0.997188	0.08279171	0.7692649
ENSG00000251562	ENSG00000072571	-0.1738292	0.3035125	-0.1756236	0.5153068	0.4361843	0.1040772
ENSG00000224418	ENSG00000101076	0.2230455	0.1845237	-0.0446726	0.8695137	-0.2019652	0.4703933
ENSG00000215417	ENSG00000101076	0.2090643	0.2143034	-0.1438172	0.5951553	0.6068106	0.0164562
ENSG00000255717	ENSG00000101076	0.09880453	0.5606993	-0.07249101	0.7896284	0.7841596	0.0005391154
ENSG00000177410	ENSG00000101076	-0.1133214	0.5042582	-0.2085633	0.4382428	0.5679926	0.02718346
ENSG00000197989	ENSG00000101076	-0.01960021	0.9083323	-0.1150476	0.6713657	0.8592738	4.053967e-05
ENSG00000230876	ENSG00000101076	-0.01779122	0.9167618	-0.1186668	0.6615924	0.1580921	0.5736199
ENSG00000227036	ENSG00000122566	0.122728	0.4692835	0.2707622	0.3104374	0.157317	0.5755243
ENSG00000255717	ENSG00000122566	0.8878578	2.375654e-13	0.7395402	0.00105932	0.1168455	0.6783567
ENSG00000185168	ENSG00000122566	0.3196631	0.05377552	0.2953962	0.2666732	0.6493834	0.008796841
ENSG00000224418	ENSG00000122566	0.5361959	0.000624683	0.06835632	0.8013974	0.3056628	0.2679013
ENSG00000256196	ENSG00000122566	-0.09378422	0.5808753	0.2109016	0.4330076	0.1349301	0.6316195
ENSG00000229124	ENSG00000122566	0.1895539	0.2611568	0.3590376	0.1720295	0.04815355	0.8646831
ENSG00000271122	ENSG00000122566	0.4892666	0.002118263	0.4896863	0.05418906	0.2515314	0.3658227
ENSG00000234160	ENSG00000122566	0.6499866	1.33798e-05	-0.01325015	0.961156	-0.1944763	0.4873458
ENSG00000237429	ENSG00000122566	-0.1609641	0.3412358	0.1602099	0.5533782	-0.08902835	0.7523676
ENSG00000241155	ENSG00000122566	0.2569426	0.1247392	0.3309633	0.2105252	0.1678637	0.5498398
ENSG00000237499	ENSG00000122566	0.4131873	0.01102921	0.009579003	0.9719136	0.1935452	0.4894736
ENSG00000233527	ENSG00000122566	0.4737692	0.003056817	0.1152491	0.6708203	0.05711809	0.8397685
ENSG00000268362	ENSG00000122566	0.4187749	0.009889713	0.3172325	0.2312163	0.3360158	0.2207709
ENSG00000125462	ENSG00000122566	0.4631156	0.003895816	0.2219386	0.4087361	0.05072097	0.8575345
ENSG00000260917	ENSG00000122566	0.5900158	0.0001213588	0.5885686	0.0164634	0.3123967	0.2569597
ENSG00000259583	ENSG00000122566	0.09681344	0.5686624	0.2070938	0.4415493	0.09111312	0.746742
ENSG00000226696	ENSG00000122566	0.3889957	0.01733494	0.4962092	0.05058904	0.3152838	0.2523533
ENSG00000270332	ENSG00000122566	0.3517323	0.03277619	0.1446888	0.5929023	0.2031636	0.4677074
ENSG00000184441	ENSG00000122566	0.4453551	0.005741094	0.2310048	0.3893507	0.1976547	0.4801156
ENSG00000177410	ENSG00000122566	0.768907	2.718007e-08	0.5530202	0.02628855	-0.1274538	0.6507963
ENSG00000206567	ENSG00000122566	0.3996036	0.01427296	0.2063288	0.4432756	0.566112	0.02781185
ENSG00000254682	ENSG00000122566	0.385401	0.0184901	0.2780066	0.2971544	0.4023149	0.1371063
ENSG00000215417	ENSG00000092199	0.7150811	6.598546e-07	0.07248043	0.7896584	-0.1168941	0.6782297
ENSG00000267080	ENSG00000092199	0.2168753	0.1972826	0.3648883	0.1646413	0.5914193	0.020224
ENSG00000255717	ENSG00000092199	0.8419122	6.603351e-11	0.3961153	0.1287971	0.006161284	0.9826136
ENSG00000197989	ENSG00000092199	0.6631172	7.732931e-06	0.2114213	0.4318483	0.03279176	0.9076414
ENSG00000226696	ENSG00000092199	0.3798105	0.02041417	0.1198754	0.65834	0.3349595	0.2223168
ENSG00000268388	ENSG00000099783	0.02518484	0.8823753	0.2238696	0.4045651	-0.2105845	0.4512431
ENSG00000245694	ENSG00000099783	0.5329705	0.0006832675	0.3924074	0.1327431	0.3813843	0.1607238
ENSG00000268388	ENSG00000197757	0.588855	0.0001261114	-0.1492559	0.5811537	0.1705442	0.5433921
ENSG00000245532	ENSG00000174775	0.09937223	0.5584384	0.1388553	0.6080472	0.3507178	0.1999596
ENSG00000240498	ENSG00000174775	0.2923211	0.07914539	0.03514342	0.8971919	0.6965843	0.003909783
ENSG00000177410	ENSG00000185122	0.6309124	2.836878e-05	0.2459174	0.3585731	0.08799775	0.7551529
ENSG00000251562	ENSG00000187522	0.1003291	0.5546373	0.002109592	0.9938134	0.5802883	0.02333596
ENSG00000245694	ENSG00000105376	0.3545849	0.03129178	-0.1767048	0.5126827	0.3092255	0.2620779
ENSG00000245694	ENSG00000165949	0.06816427	0.6885211	0.4283771	0.0978326	0.3409316	0.2136666
ENSG00000268388	ENSG00000165949	0.0001449665	0.9993206	0.07309736	0.787906	-0.2654967	0.3388832
ENSG00000271122	ENSG00000159217	0.2289077	0.1729533	0.5315564	0.03408608	-0.06039225	0.8307027
ENSG00000229124	ENSG00000159217	0.03242354	0.8489131	0.3298125	0.212212	-0.2704075	0.3296839
ENSG00000236901	ENSG00000159217	0.7349344	2.224283e-07	0.2948681	0.2675696	0.4661364	0.07988531
ENSG00000261061	ENSG00000159217	0.1778293	0.2923461	0.2437384	0.3629833	-0.1016748	0.7184292
ENSG00000255717	ENSG00000159217	0.3606428	0.02832195	0.2773397	0.2983629	-0.151241	0.5905432
ENSG00000184441	ENSG00000159217	-0.1602409	0.3434378	0.09670301	0.7216374	-0.3324	0.2260904
ENSG00000258634	ENSG00000159217	0.5720831	0.0002162178	0.6932963	0.002900654	0.8770775	1.759897e-05
ENSG00000177410	ENSG00000159217	0.1111482	0.5125211	0.478062	0.06106956	-0.2453342	0.3781422
ENSG00000229124	ENSG00000073792	-0.04379033	0.7969108	0.01223221	0.9641383	-0.1828604	0.514201
ENSG00000258634	ENSG00000073792	0.4103019	0.01166007	0.43337	0.09356214	0.5830276	0.0225384
ENSG00000236901	ENSG00000073792	0.1874911	0.2664778	-0.1725246	0.5228631	-0.08659567	0.7589467
ENSG00000254876	ENSG00000073792	-0.07897045	0.6422193	-0.2278064	0.3961322	-0.1179888	0.6753676
ENSG00000184441	ENSG00000073792	0.2350028	0.1614832	0.08224943	0.7620245	-0.5730541	0.02554558
ENSG00000255717	ENSG00000073792	0.672387	5.165756e-06	0.5474974	0.02814915	0.2401637	0.3885899
ENSG00000271122	ENSG00000073792	-0.002985576	0.986008	0.02867623	0.9160417	-0.2434167	0.3819989
ENSG00000177410	ENSG00000073792	0.7674177	3.002228e-08	0.7557559	0.0007081933	-0.1054906	0.7082812
ENSG00000261061	ENSG00000073792	0.627408	3.239315e-05	0.2069736	0.4418203	-0.04515856	0.8730344
ENSG00000260917	ENSG00000073792	0.3773216	0.02132298	-0.03765939	0.889872	0.6233652	0.01303288
ENSG00000184441	ENSG00000136231	-0.03009635	0.8596455	0.01161998	0.9659323	-0.4329562	0.1069584
ENSG00000261061	ENSG00000136231	0.2104625	0.2111847	0.04465865	0.8695541	0.07018973	0.8036968
ENSG00000177410	ENSG00000136231	0.1440667	0.394938	0.6756313	0.004071311	-0.1084542	0.7004308
ENSG00000267213	ENSG00000136231	-0.1208999	0.4759783	0.3692202	0.1593098	-0.3252206	0.2368887
ENSG00000255717	ENSG00000136231	0.427715	0.008275278	0.6610378	0.005301318	0.1377901	0.6243401
ENSG00000258634	ENSG00000136231	0.6304377	2.888591e-05	0.7494048	0.0008320786	0.764834	0.0008949678
ENSG00000271122	ENSG00000136231	0.1747682	0.3008672	0.5552625	0.02556064	-0.1574342	0.5752361
ENSG00000260917	ENSG00000136231	0.5013985	0.001570467	0.2636736	0.3237656	0.6166466	0.01434818
ENSG00000227076	ENSG00000136231	-0.001380521	0.9935299	0.6092462	0.01223839	-0.2007212	0.4731893
ENSG00000267080	ENSG00000136231	-0.1998666	0.2356118	0.2523127	0.3458038	0.007068773	0.9800532
ENSG00000268388	ENSG00000167779	-0.1539979	0.3628085	0.04124327	0.8794597	-0.1941729	0.4880386
ENSG00000245694	ENSG00000167779	0.1244275	0.4631046	-0.3210499	0.2253398	0.1000413	0.7227871
ENSG00000251562	ENSG00000174564	0.7112119	8.071049e-07	-0.1643191	0.5431102	-0.06489345	0.8182719
ENSG00000245694	ENSG00000174564	-0.1033554	0.5426953	-0.2457015	0.3590087	0.3068472	0.2659567
ENSG00000251562	ENSG00000183856	-0.1738875	0.3033478	-0.07031541	0.7958159	0.3463074	0.2060654
ENSG00000245694	ENSG00000126456	0.4049739	0.01290554	0.2070033	0.4417534	0.3292032	0.2308598
